1/1/2018,UA,374,ORD,IAH,1215,139,1507,121,126,925,27,0,0,0,94
1/1/2018,UA,372,HNL,SFO,755,26,1449,35,273,2398,26,0,9,0,0
1/1/2018,UA,368,SEA,SFO,510,281,723,281,99,679,281,0,0,0,0
1/1/2018,UA,360,IAD,TPA,1749,55,2012,49,122,811,1,0,0,0,48
1/1/2018,UA,356,ATL,EWR,1329,1,1545,19,132,746,0,0,19,0,0
1/1/2018,UA,351,SFO,SEA,2301,-1,109,34,101,679,0,0,34,0,0
1/1/2018,UA,348,OGG,ORD,1710,29,501,25,452,4184,0,0,0,0,25
1/1/2018,UA,342,TPA,EWR,1745,138,2032,113,122,997,10,0,0,0,103
1/1/2018,UA,313,SFO,RNO,2255,30,2357,33,32,192,0,0,3,0,30
1/1/2018,UA,312,ORD,SFO,1227,116,1506,96,238,1846,0,10,0,0,86
1/1/2018,UA,299,MEM,DEN,840,55,1020,42,131,872,42,0,0,0,0
1/1/2018,UA,297,IAH,MSY,1805,71,1917,67,46,305,15,0,0,0,52
1/1/2018,UA,282,DEN,SMF,1122,222,1300,209,127,909,25,0,0,0,184
1/1/2018,UA,282,SMF,ORD,1355,200,1956,185,208,1781,10,0,0,0,175
1/1/2018,UA,275,EWR,LAX,1815,4,2119,25,308,2454,0,0,25,0,0
1/1/2018,UA,261,SFO,LAX,604,138,749,134,58,337,134,0,0,0,0
1/1/2018,UA,257,DEN,SFO,1855,30,2035,17,126,967,17,0,0,0,0
1/1/2018,UA,244,AVL,EWR,1807,57,2004,26,71,583,0,0,8,0,18
1/1/2018,UA,243,DEN,ORD,2005,124,2322,123,107,888,0,0,0,0,123
1/1/2018,UA,238,ORD,JAC,906,146,1123,138,169,1162,0,138,0,0,0
1/1/2018,UA,230,ORD,CLE,1940,25,2159,15,48,316,15,0,0,0,0
1/1/2018,UA,225,ORD,IAD,1755,57,2045,53,79,588,0,2,0,0,51
1/1/2018,UA,217,ORD,DFW,855,173,1136,146,114,802,0,121,0,0,25
1/1/2018,UA,211,BOS,EWR,1240,237,1415,220,52,200,0,0,8,0,212
1/1/2018,UA,207,LAX,DEN,1955,89,2319,72,103,862,0,0,0,0,72
1/1/2018,UA,206,ORD,MCO,814,218,1154,201,126,1005,0,201,0,0,0
1/1/2018,UA,202,ORD,OGG,1000,86,1527,63,518,4184,63,0,0,0,0
1/1/2018,UA,115,DEN,HNL,1530,58,2030,25,426,3365,25,0,0,0,0
1/1/2018,AS,11,EWR,SEA,1605,71,1936,26,317,2402,0,0,0,0,26
1/1/2018,AS,20,SEA,ORD,35,-8,626,29,197,1721,0,0,29,0,0
1/1/2018,AS,24,SEA,BOS,2130,-7,538,20,297,2496,0,0,20,0,0
1/1/2018,AS,60,JNU,KTN,750,-9,855,37,39,234,0,0,37,0,0
1/1/2018,AS,64,KTN,SEA,1744,33,2036,38,94,680,16,0,5,0,17
1/1/2018,AS,64,JNU,PSG,1332,55,1417,86,48,123,55,0,31,0,0
1/1/2018,AS,65,JNU,ANC,1344,10,1527,27,88,571,10,0,17,0,0
1/1/2018,AS,67,KTN,SIT,1720,21,1822,18,38,183,18,0,0,0,0
1/1/2018,AS,69,SEA,KTN,1915,2,2016,33,101,680,0,0,33,0,0
1/1/2018,AS,73,JNU,ANC,736,123,919,150,91,571,123,0,27,0,0
1/1/2018,AS,98,ANC,SEA,600,35,1036,22,175,1448,0,0,0,0,22
1/1/2018,AS,112,ANC,SEA,802,-3,1234,24,176,1448,0,0,24,0,0
1/1/2018,AS,125,PDX,ANC,2010,35,2304,21,196,1542,21,0,0,0,0
1/1/2018,AS,133,SEA,FAI,2125,21,13,16,191,1533,0,0,0,0,16
1/1/2018,AS,153,OTZ,OME,1856,22,1937,20,33,183,20,0,0,0,0
1/1/2018,AS,197,LAX,PDX,1855,39,2126,23,116,834,0,0,0,0,23
1/1/2018,AS,287,LAX,SEA,2335,82,233,50,127,954,50,0,0,0,0
1/1/2018,AS,312,SEA,SFO,1005,16,1223,18,101,679,16,0,2,0,0
1/1/2018,AS,315,SFO,SEA,1350,40,1559,30,97,679,0,0,0,0,30
1/1/2018,AS,333,SAN,PDX,630,5,918,81,133,933,0,0,81,0,0
1/1/2018,AS,339,MCO,SAN,1851,185,2124,175,304,2149,23,0,0,0,152
1/1/2018,AS,340,SEA,SFO,1830,47,2048,26,99,679,26,0,0,0,0
1/1/2018,AS,345,OAK,SEA,605,63,815,56,101,672,56,0,0,0,0
1/1/2018,AS,348,SEA,SJC,2050,0,2259,16,104,696,0,0,16,0,0
1/1/2018,AS,349,SFO,SEA,1700,87,1911,78,91,679,78,0,0,0,0
1/1/2018,AS,350,SEA,IAH,1200,-3,1817,23,216,1874,0,0,23,0,0
1/1/2018,AS,387,PDX,SFO,1050,49,1243,42,84,550,42,0,0,0,0
1/1/2018,AS,405,SAN,SEA,1445,72,1747,65,146,1050,20,0,0,0,45
1/1/2018,AS,407,SJC,PDX,913,-9,1053,18,91,569,0,0,18,0,0
1/1/2018,AS,408,PDX,SJC,1020,39,1204,36,83,569,12,0,0,0,24
1/1/2018,AS,409,SJC,PDX,1308,22,1448,20,85,569,0,0,0,0,20
1/1/2018,AS,433,LAX,SEA,1620,57,1916,42,130,954,0,0,0,0,42
1/1/2018,AS,456,SEA,LAX,2110,32,2355,36,129,954,0,0,4,0,32
1/1/2018,AS,464,SEA,LAX,2040,6,2325,22,131,954,0,0,16,0,6
1/1/2018,AS,481,SAN,SEA,956,170,1302,154,141,1050,0,0,0,0,154
1/1/2018,AS,484,PDX,BUR,910,93,1120,91,107,817,91,0,0,0,0
1/1/2018,AS,487,SAN,SEA,1335,56,1637,36,141,1050,0,0,0,0,36
1/1/2018,AS,495,DEN,SEA,1810,39,2023,19,151,1024,19,0,0,0,0
1/1/2018,AS,500,SEA,IND,1005,49,1735,25,218,1866,0,0,0,0,25
1/1/2018,AS,501,IND,SEA,1835,35,2020,30,258,1866,10,0,0,0,20
1/1/2018,AS,511,LAX,PDX,2350,52,221,42,114,834,0,0,0,0,42
1/1/2018,AS,514,SEA,SAN,945,57,1235,60,134,1050,0,0,60,0,0
1/1/2018,AS,519,SNA,SEA,650,-1,1000,23,142,978,0,0,23,0,0
1/1/2018,AS,538,SEA,OAK,1530,58,1737,45,98,672,45,0,0,0,0
1/1/2018,AS,547,SAN,PDX,1845,79,2115,73,126,933,0,0,0,0,73
1/1/2018,AS,548,PDX,LAX,2210,71,40,51,113,834,0,0,0,0,51
1/1/2018,AS,556,SEA,SNA,1014,-1,1257,20,135,978,0,0,20,0,0
1/1/2018,AS,581,PHX,SEA,1409,48,1620,32,156,1107,0,0,0,0,32
1/1/2018,AS,639,BUR,SEA,1212,84,1445,94,133,937,0,0,10,0,84
1/1/2018,AS,644,PDX,PHX,920,0,1252,36,124,1009,0,0,36,0,0
1/1/2018,AS,656,SEA,PHX,922,44,1310,53,135,1107,44,0,9,0,0
1/1/2018,AS,659,PHX,PDX,1347,38,1534,34,147,1009,0,0,0,0,34
1/1/2018,AS,662,SEA,DFW,2315,67,451,60,187,1660,60,0,0,0,0
1/1/2018,AS,664,SEA,DFW,1220,32,1808,42,196,1660,0,0,10,0,32
1/1/2018,AS,669,DFW,SEA,1915,46,2147,32,224,1660,0,0,0,0,32
1/1/2018,AS,672,SEA,DEN,946,7,1324,19,124,1024,7,0,12,0,0
1/1/2018,AS,708,SEA,OMA,1035,-4,1538,16,159,1368,0,0,16,0,0
1/1/2018,AS,714,PDX,SLC,1640,20,1931,15,83,630,0,0,0,0,15
1/1/2018,AS,727,MCO,PDX,1555,11,1910,16,360,2534,11,0,5,0,0
1/1/2018,AS,731,DTW,PDX,700,61,900,44,265,1953,44,0,0,0,0
1/1/2018,AS,732,PDX,DTW,2205,-6,508,17,239,1953,0,0,17,0,0
